"country_name","country_code","año","region","subregion","homicides_per_100000_ppl","gini","population_density","unemployment_percent_labor_force","net_national_income","gdp_growth_percent","drugs_use_disorders_deaths","alcohol_use_disorders_deaths","deaths_with_tobacco_as_risk_fact","deaths_with_drugs_as_risk_factor","deaths_with_alcohol_as_risk_fact","labor_force","police_officers_per_100000","public_order_and_safety_exp","general_gov_exp"
"Africa Eastern and Southern","AFE","1993","","","","","23","7","","-0","","","","","","132149830","","",""
"Africa Eastern and Southern","AFE","1994","","","","","24","7","","2","","","","","","135661404","","",""
"Africa Eastern and Southern","AFE","1995","","","","","24","7","","4","","","","","","139569754","","",""
"Africa Eastern and Southern","AFE","1996","","","","","25","7","","5","","","","","","143565774","","",""
"Africa Eastern and Southern","AFE","1997","","","","","26","7","","4","","","","","","147476713","","",""
"Africa Eastern and Southern","AFE","1998","","","","","26","7","","2","","","","","","151611921","","",""
"Africa Eastern and Southern","AFE","1999","","","","","27","7","","3","","","","","","156051286","","",""
"Africa Eastern and Southern","AFE","2000","","","","","28","7","","3","","","","","","160695350","","",""
"Africa Eastern and Southern","AFE","2001","","","","","28","7","","4","","","","","","165572958","","",""
"Africa Eastern and Southern","AFE","2002","","","","","29","7","399156936250","4","","","","","","170702670","","",""
"Africa Eastern and Southern","AFE","2003","","","","","30","7","419123132330","3","","","","","","175975304","","",""
"Africa Eastern and Southern","AFE","2004","","","","","30","7","439237533828","6","","","","","","181329835","","",""
"Africa Eastern and Southern","AFE","2005","","","","","31","6","474775500513","6","","","","","","186818651","","",""
"Africa Eastern and Southern","AFE","2006","","","","","32","6","517068852936","7","","","","","","192002021","","",""
"Africa Eastern and Southern","AFE","2007","","","","","33","6","532042972170","7","","","","","","197191052","","",""
"Africa Eastern and Southern","AFE","2008","","","","","34","6","516423207950","4","","","","","","202509853","","",""
"Africa Eastern and Southern","AFE","2009","","","","","35","6","545610629007","1","","","","","","207294185","","",""
"Africa Eastern and Southern","AFE","2010","","","","","36","7","575177596157","5","","","","","","212274210","","",""
"Africa Eastern and Southern","AFE","2011","","","","","37","7","604805426560","4","","","","","","218081893","","",""
"Africa Eastern and Southern","AFE","2012","","","15","","37","7","620733619206","1","","","","","","224270791","","",""
"Africa Eastern and Southern","AFE","2013","","","","","38","7","649552736125","4","","","","","","231255256","","",""
"Africa Eastern and Southern","AFE","2014","","","10","","39","7","688724014235","4","","","","","","238203331","","",""
"Africa Eastern and Southern","AFE","2015","","","10","","40","7","736872031789","3","","","","","","246038744","","",""
"Africa Eastern and Southern","AFE","2016","","","","","42","7","798941081753","2","","","","","","253584828","","",""
"Africa Eastern and Southern","AFE","2017","","","","","43","7","799093740410","3","","","","","","261328490","","",""
"Africa Eastern and Southern","AFE","2018","","","","","44","7","836266763556","3","","","","","","269106599","","",""
"Africa Eastern and Southern","AFE","2019","","","","","45","7","854110732745","2","","","","","","277366044","","",""
"Africa Eastern and Southern","AFE","2020","","","","","46","8","811405286192","-3","","","","","","278159718","","",""
"Africa Eastern and Southern","AFE","2021","","","","","","8","","4","","","","","","289391094","","",""
"Africa Western and Central","AFW","1960","","","","","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1961","","","","","11","","","2","","","","","","","","",""
"Africa Western and Central","AFW","1962","","","","","11","","","4","","","","","","","","",""
"Africa Western and Central","AFW","1963","","","","","11","","","7","","","","","","","","",""
"Africa Western and Central","AFW","1964","","","","","12","","","5","","","","","","","","",""
"Africa Western and Central","AFW","1965","","","","","12","","","4","","","","","","","","",""
"Africa Western and Central","AFW","1966","","","","","12","","","-2","","","","","","","","",""
"Africa Western and Central","AFW","1967","","","","","13","","","-10","","","","","","","","",""
"Africa Western and Central","AFW","1968","","","","","13","","","1","","","","","","","","",""
"Africa Western and Central","AFW","1969","","","","","13","","","16","","","","","","","","",""
"Africa Western and Central","AFW","1970","","","","","13","","","18","","","","","","","","",""
"Africa Western and Central","AFW","1971","","","","","14","","","11","","","","","","","","",""
"Africa Western and Central","AFW","1972","","","","","14","","","3","","","","","","","","",""
"Africa Western and Central","AFW","1973","","","","","14","","","4","","","","","","","","",""
"Africa Western and Central","AFW","1974","","","","","15","","","10","","","","","","","","",""
"Africa Western and Central","AFW","1975","","","","","15","","","-2","","","","","","","","",""
"Africa Western and Central","AFW","1976","","","","","16","","","9","","","","","","","","",""
"Africa Western and Central","AFW","1977","","","","","16","","","5","","","","","","","","",""
"Africa Western and Central","AFW","1978","","","","","16","","","-2","","","","","","","","",""
"Africa Western and Central","AFW","1979","","","","","17","","","5","","","","","","","","",""
"Africa Western and Central","AFW","1980","","","","","17","","","2","","","","","","","","",""
"Africa Western and Central","AFW","1981","","","","","18","","278580927051","-7","","","","","","","","",""
"Africa Western and Central","AFW","1982","","","","","18","","251205697376","-3","","","","","","","","",""
"Africa Western and Central","AFW","1983","","","","","19","","204815637718","-7","","","","","","","","",""
"Africa Western and Central","AFW","1984","","","","","19","","181889057709","1","","","","","","","","",""
"Africa Western and Central","AFW","1985","","","","","20","","188590221800","6","","","","","","","","",""
"Africa Western and Central","AFW","1986","","","","","21","","183219098704","1","","","","","","","","",""
"Africa Western and Central","AFW","1987","","","","","21","","173166227186","1","","","","","","","","",""
"Africa Western and Central","AFW","1988","","","","","22","","187010263807","5","","","","","","","","",""
"Africa Western and Central","AFW","1989","","","","","22","","178120713550","2","","","","","","","","",""
"Africa Western and Central","AFW","1990","","","","","23","","191748895264","7","","","","","","74675274","","",""
"Africa Western and Central","AFW","1991","","","","","23","4","211545763757","1","","","","","","76721304","","",""
"Africa Western and Central","AFW","1992","","","","","24","4","217285181939","3","","","","","","78899620","","",""
"Africa Western and Central","AFW","1993","","","","","25","4","190458268137","-1","","","","","","81112530","","",""
"Africa Western and Central","AFW","1994","","","","","25","4","190869921802","-0","","","","","","83327050","","",""
"Africa Western and Central","AFW","1995","","","","","26","4","205333701483","2","","","","","","85660669","","",""
"Africa Western and Central","AFW","1996","","","","","27","4","223632574418","5","","","","","","88103425","","",""
"Africa Western and Central","AFW","1997","","","","","27","4","232819088383","4","","","","","","90583094","","",""
"Africa Western and Central","AFW","1998","","","","","28","4","231622875887","3","","","","","","93167814","","",""
"Africa Western and Central","AFW","1999","","","","","29","5","249151350077","1","","","","","","95721029","","",""
"Africa Western and Central","AFW","2000","","","","","30","5","261366832069","4","","","","","","98299870","","",""
"Africa Western and Central","AFW","2001","","","","","31","5","299475543293","5","","","","","","100980224","","",""
"Africa Western and Central","AFW","2002","","","","","32","4","337302947137","10","","","","","","103715522","","",""
"Africa Western and Central","AFW","2003","","","","","32","4","362795691206","6","","","","","","106537793","","",""
"Africa Western and Central","AFW","2004","","","","","33","4","365942541780","8","","","","","","109484603","","",""
"Africa Western and Central","AFW","2005","","","","","34","4","392552777152","6","","","","","","112420393","","",""
"Africa Western and Central","AFW","2006","","","","","35","4","450497155360","5","","","","","","115422588","","",""
"Africa Western and Central","AFW","2007","","","","","36","4","468387923210","6","","","","","","118446669","","",""
"Africa Western and Central","AFW","2008","","","","","37","4","458350863950","6","","","","","","121331635","","",""
"Africa Western and Central","AFW","2009","","","","","38","4","496386533467","6","","","","","","124267640","","",""
"Africa Western and Central","AFW","2010","","","","","39","4","512343736508","7","","","","","","127238580","","",""
"Africa Western and Central","AFW","2011","","","","","41","4","500842956013","5","","","","","","130557969","","",""
"Africa Western and Central","AFW","2012","","","13","","42","4","571201380098","5","","","","","","131273550","","",""
"Africa Western and Central","AFW","2013","","","","","43","4","588954583543","6","","","","","","131843021","","",""
"Africa Western and Central","AFW","2014","","","8","","44","4","613594917947","6","","","","","","134957702","","",""
"Africa Western and Central","AFW","2015","","","8","","45","4","639496477876","3","","","","","","138543056","","",""
"Africa Western and Central","AFW","2016","","","","","46","4","624388049552","0","","","","","","142343598","","",""
"Africa Western and Central","AFW","2017","","","","","48","4","623798209131","2","","","","","","146308854","","",""
"Africa Western and Central","AFW","2018","","","","","49","4","624595433057","3","","","","","","150497179","","",""
"Africa Western and Central","AFW","2019","","","","","50","4","654915787377","3","","","","","","154859306","","",""
"Africa Western and Central","AFW","2020","","","","","52","5","692861753424","-1","","","","","","156461466","","",""
"Africa Western and Central","AFW","2021","","","","","","5","","4","","","","","","161849621","","",""
"Albania","ALB","1960","","","","","","","","","","","","","","","","",""
"Albania","ALB","1961","","","","","61","","","","","","","","","","","",""
"Albania","ALB","1962","","","","","62","","","","","","","","","","","",""
"Albania","ALB","1963","","","","","64","","","","","","","","","","","",""
"Albania","ALB","1964","","","","","66","","","","","","","","","","","",""
"Albania","ALB","1965","","","","","68","","","","","","","","","","","",""
"Albania","ALB","1966","","","","","70","","","","","","","","","","","",""
"Albania","ALB","1967","","","","","72","","","","","","","","","","","",""
"Albania","ALB","1968","","","","","74","","","","","","","","","","","",""
"Albania","ALB","1969","","","","","76","","","","","","","","","","","",""
"Albania","ALB","1970","","","","","78","","","","","","","","","","","",""
"Albania","ALB","1971","","","","","80","","","","","","","","","","","",""
"Albania","ALB","1972","","","","","82","","","","","","","","","","","",""
"Albania","ALB","1973","","","","","84","","","","","","","","","","","",""
"Albania","ALB","1974","","","","","86","","","","","","","","","","","",""
"Albania","ALB","1975","","","","","88","","","","","","","","","","","",""
"Albania","ALB","1976","","","","","90","","","","","","","","","","","",""
"Albania","ALB","1977","","","","","92","","","","","","","","","","","",""
"Albania","ALB","1978","","","","","94","","","","","","","","","","","",""
"Albania","ALB","1979","","","","","96","","","","","","","","","","","",""
"Albania","ALB","1980","","","","","98","","","","","","","","","","","",""
"Albania","ALB","1981","","","","","99","","","6","","","","","","","","",""
"Albania","ALB","1982","","","","","102","","","3","","","","","","","","",""
"Albania","ALB","1983","","","","","104","","","1","","","","","","","","",""
"Albania","ALB","1984","","","","","106","","","-1","","","","","","","","",""
"Albania","ALB","1985","","","","","108","","","2","","","","","","","","",""
"Albania","ALB","1986","","","","","110","","","6","","","","","","","","",""
"Albania","ALB","1987","","","","","113","","","-1","","","","","","","","",""
"Albania","ALB","1988","","","","","115","","","-1","","","","","","","","",""
"Albania","ALB","1989","","","","","118","","","10","","","","","","","","",""
"Albania","ALB","1990","","","","","120","","","-10","5","10","3468","64","289","1374478","","",""
"Albania","ALB","1991","","","","","119","10","","-28","7","11","3547","68","308","1429833","","",""
"Albania","ALB","1992","","","4","","119","30","","-7","7","11","3417","69","314","1438342","","",""
"Albania","ALB","1993","","","6","","118","25","","10","10","11","3279","72","322","1413557","","",""
"Albania","ALB","1994","","","4","","117","21","","8","15","12","3081","75","321","1391914","","",""
"Albania","ALB","1995","","","8","","116","15","","13","17","13","3156","80","351","1363163","","",""
"Albania","ALB","1996","","","9","27","116","14","","9","17","13","3258","85","388","1343448","","",""
"Albania","ALB","1997","","","43","","115","17","4125879436","-11","17","14","3308","88","437","1360590","","",""
"Albania","ALB","1998","","","21","","114","20","4358854756","9","21","15","3333","93","480","1344921","","",""
"Albania","ALB","1999","","","17","","113","21","5011824228","13","18","15","3321","90","497","1325723","","",""
"Albania","ALB","2000","","","4","","113","19","5576033866","7","21","14","3330","93","511","1317402","","",""
"Albania","ALB","2001","","","7","","112","19","6130381079","8","26","15","3235","96","516","1304704","","",""
"Albania","ALB","2002","","","7","32","111","18","6332450891","5","30","15","3370","101","554","1308103","","",""
"Albania","ALB","2003","Europe","Southern Europe","5","","111","17","6660442731","6","31","16","3589","105","609","1294847","399.42","",""
"Albania","ALB","2004","Europe","Southern Europe","4","","110","16","7060776065","6","30","16","3646","104","644","1281167","399.16","",""
"Albania","ALB","2005","Europe","Southern Europe","5","31","110","16","7327892952","6","23","16","3577","95","641","1266464","340.14","6",""
"Albania","ALB","2006","Europe","Southern Europe","3","","109","16","7847839149","6","21","16","3418","90","618","1249959","342.8","6",""
"Albania","ALB","2007","Europe","Southern Europe","3","","108","16","8135621970","6","23","16","3326","90","611","1231498","319.71","5",""
"Albania","ALB","2008","Europe","Southern Europe","3","30","108","13","8665942562","8","23","17","3444","91","637","1212147","319.28","5",""
"Albania","ALB","2009","Europe","Southern Europe","3","","107","14","8712005429","3","19","16","3491","89","646","1258916","310.43","",""
"Albania","ALB","2010","Europe","Southern Europe","4","","106","14","9159621673","4","21","17","3582","94","664","1270655","328.02","5",""
"Albania","ALB","2011","Europe","Southern Europe","5","","106","13","9180753028","3","22","17","3750","98","684","1388801","331.96","6",""
"Albania","ALB","2012","Europe","Southern Europe","5","29","106","13","9101090344","1","23","17","3870","101","692","1328695","333.84","6",""
"Albania","ALB","2013","Europe","Southern Europe","4","","106","16","9344283362","1","24","17","4015","104","695","1227940","326.34","5",""
"Albania","ALB","2014","Europe","Southern Europe","4","35","105","18","9404812471","2","25","18","4229","109","709","1256110","332.35","6",""
"Albania","ALB","2015","Europe","Southern Europe","2","33","105","17","9411883298","2","26","18","4440","116","726","1308343","337.01","6",""
"Albania","ALB","2016","Europe","Southern Europe","3","34","105","15","9707100981","3","27","18","4573","119","728","1354998","365.73","6",""
"Albania","ALB","2017","Europe","Southern Europe","2","33","105","14","9916264100","4","28","18","4708","123","729","1377319","369.31","6",""
"Albania","ALB","2018","","","2","30","105","12","10283960047","4","28","18","4838","126","731","1409389","","6",""
"Albania","ALB","2019","","","2","30","104","11","10337645642","2","29","18","4969","130","737","1433004","","6",""
"Albania","ALB","2020","","","2","29","104","13","","-3","","","","","","1347461","","6",""
"Albania","ALB","2021","","","","","","13","","9","","","","","","1384740","","6",""
"Algeria","DZA","1960","","","","","","","","","","","","","","","","",""
"Algeria","DZA","1961","","","","","5","","","-14","","","","","","","","",""
"Algeria","DZA","1962","","","","","5","","","-20","","","","","","","","",""
"Algeria","DZA","1963","","","","","5","","","34","","","","","","","","",""
"Algeria","DZA","1964","","","","","5","","","6","","","","","","","","",""
"Algeria","DZA","1965","","","","","5","","","6","","","","","","","","",""
"Algeria","DZA","1966","","","","","5","","","-5","","","","","","","","",""
"Algeria","DZA","1967","","","","","5","","","9","","","","","","","","",""
"Algeria","DZA","1968","","","","","6","","","11","","","","","","","","",""
"Algeria","DZA","1969","","","","","6","","","8","","","","","","","","",""
"Algeria","DZA","1970","","","","","6","","23756582561","9","","","","","","","","",""
"Algeria","DZA","1971","","","","","6","","24797491744","-11","","","","","","","","",""
"Algeria","DZA","1972","","","","","6","","27513928938","27","","","","","","","","",""
"Algeria","DZA","1973","","","","","6","","26733214920","4","","","","","","","","",""
"Algeria","DZA","1974","","","","","6","","30168292085","7","","","","","","","","",""
"Algeria","DZA","1975","","","","","7","","30617284635","5","","","","","","","","",""
"Algeria","DZA","1976","","","","","7","","32095909881","8","","","","","","","","",""
"Algeria","DZA","1977","","","","","7","","33844198124","5","","","","","","","","",""
"Algeria","DZA","1978","","","","","7","","37598758319","9","","","","","","","","",""
"Algeria","DZA","1979","","","","","8","","34544790122","7","","","","","","","","",""
"Algeria","DZA","1980","","","","","8","","45222079221","1","","","","","","","","",""
"Algeria","DZA","1981","","","","","8","","54013401714","3","","","","","","","","",""
"Algeria","DZA","1982","","","","","8","","55829156774","6","","","","","","","","",""
"Algeria","DZA","1983","","","","","9","","60364167011","5","","","","","","","","",""
"Algeria","DZA","1984","","","","","9","","61560826974","6","","","","","","","","",""
"Algeria","DZA","1985","","","","","9","","64143965743","4","","","","","","","","",""
"Algeria","DZA","1986","","","","","10","","57888577100","0","","","","","","","","",""
"Algeria","DZA","1987","","","","","10","","51708845981","-1","","","","","","","","",""
"Algeria","DZA","1988","","","","40","10","","49525955772","-1","","","","","","","","",""
"Algeria","DZA","1989","","","","","10","","50659695718","4","","","","","","","","",""
"Algeria","DZA","1990","","","","","11","","50943428787","1","171","75","17985","296","496","6367101","","",""
"Algeria","DZA","1991","","","","","11","21","51232531561","-1","179","76","18437","311","489","6625804","","",""
"Algeria","DZA","1992","","","","","11","24","50726959337","2","192","78","18753","330","487","6864265","","",""
"Algeria","DZA","1993","","","","","11","26","46935916025","-2","205","80","19055","351","490","7143935","","",""
"Algeria","DZA","1994","","","","","12","28","46817154734","-1","223","82","19333","377","500","7424464","","",""
"Algeria","DZA","1995","","","","35","12","32","46934812412","4","239","84","19522","401","506","7678597","","",""
"Algeria","DZA","1996","","","","","12","29","47239820742","4","256","85","19609","427","518","7968414","","",""
"Algeria","DZA","1997","","","","","12","25","48857401269","1","274","86","19668","453","543","8233015","","",""
"Algeria","DZA","1998","","","","","13","27","50831704623","5","290","87","19669","478","567","8477091","","",""
"Algeria","DZA","1999","","","","","13","28","51113789186","3","310","89","19892","506","598","8701391","","",""
"Algeria","DZA","2000","","","","","13","30","60302656328","4","327","89","19947","529","625","8926622","","",""
"Algeria","DZA","2001","","","","","13","27","63719150891","3","341","89","20009","554","656","9145785","","",""
"Algeria","DZA","2002","","","","","13","26","66014900857","6","354","90","20095","578","682","9355943","","",""
"Algeria","DZA","2003","Africa","Northern Africa","","","13","24","71821766033","7","355","89","20192","592","727","9556009","","",""
"Algeria","DZA","2004","Africa","Northern Africa","","","14","18","76814395092","4","364","90","20376","614","743","9747177","","",""
"Algeria","DZA","2005","Africa","Northern Africa","","","14","15","84274374132","6","373","90","20588","634","777","9916026","","",""
"Algeria","DZA","2006","Africa","Northern Africa","1","","14","12","92813927523","2","380","91","20818","655","807","10077550","324.84","",""
"Algeria","DZA","2007","Africa","Northern Africa","1","","14","14","101201324724","3","386","92","21108","680","839","10244513","348.97","",""
"Algeria","DZA","2008","Africa","Northern Africa","1","","15","11","107391931245","2","392","92","21419","703","872","10402785","374.74","",""
"Algeria","DZA","2009","Africa","Northern Africa","1","","15","10","105185293141","2","399","93","21809","727","906","10551825","413.63","",""
"Algeria","DZA","2010","Africa","Northern Africa","1","","15","10","121705457620","4","406","94","22140","750","935","10832191","421.62","",""
"Algeria","DZA","2011","Africa","Northern Africa","1","28","15","10","123600894783","3","418","96","22643","781","971","11067848","423.26","",""
"Algeria","DZA","2012","Africa","Northern Africa","1","","16","11","134042567416","3","429","98","23168","813","1011","11293832","457.46","",""
"Algeria","DZA","2013","Africa","Northern Africa","1","","16","10","134610177414","3","441","99","23657","850","1051","11793700","439.12","",""
"Algeria","DZA","2014","Africa","Northern Africa","1","","16","10","134939738457","4","454","101","24266","886","1094","11279335","420.77","",""
"Algeria","DZA","2015","Africa","Northern Africa","1","","17","11","131259812863","4","465","103","24953","916","1131","11709818","435.91","",""
"Algeria","DZA","2016","Africa","Northern Africa","","","17","10","139650315560","3","470","104","25571","935","1162","11918421","","",""
"Algeria","DZA","2017","Africa","Northern Africa","","","17","10","146484773807","1","484","106","26338","961","1200","12067163","","",""
"Algeria","DZA","2018","","","","","18","10","149033267699","1","509","109","27090","999","1248","12221429","","",""
"Algeria","DZA","2019","","","1","","18","10","150791107327","1","526","111","27904","1030","1285","12396383","","",""
"Algeria","DZA","2020","","","1","","18","12","139381719321","-5","","","","","","11857820","","",""
"Algeria","DZA","2021","","","","","","12","","4","","","","","","12260834","","",""
"American Samoa","ASM","1960","","","","","","","","","","","","","","","","",""
"American Samoa","ASM","1961","","","","","103","","","","","","","","","","","",""
"American Samoa","ASM","1962","","","","","106","","","","","","","","","","","",""
"American Samoa","ASM","1963","","","","","110","","","","","","","","","","","",""
"American Samoa","ASM","1964","","","","","113","","","","","","","","","","","",""
"American Samoa","ASM","1965","","","","","117","","","","","","","","","","","",""
"American Samoa","ASM","1966","","","","","121","","","","","","","","","","","",""
"American Samoa","ASM","1967","","","","","124","","","","","","","","","","","",""
"American Samoa","ASM","1968","","","","","128","","","","","","","","","","","",""
"American Samoa","ASM","1969","","","","","132","","","","","","","","","","","",""
"American Samoa","ASM","1970","","","","","135","","","","","","","","","","","",""
"American Samoa","ASM","1971","","","","","138","","","","","","","","","","","",""
"American Samoa","ASM","1972","","","","","140","","","","","","","","","","","",""
"American Samoa","ASM","1973","","","","","143","","","","","","","","","","","",""
"American Samoa","ASM","1974","","","","","145","","","","","","","","","","","",""
"American Samoa","ASM","1975","","","","","148","","","","","","","","","","","",""
