country_name;country_code;año;region;subregion;homicides_per_100000_ppl;gini;population_density;unemployment_percent_labor_force;net_national_income;gdp_growth_percent;drugs_use_disorders_deaths;alcohol_use_disorders_deaths;deaths_with_tobacco_as_risk_fact;deaths_with_drugs_as_risk_factor;deaths_with_alcohol_as_risk_fact;labor_force;police_officers_per_100000;public_order_and_safety_exp;general_gov_exp;Country;Latitude;Longitude;CountryName;alcohol_consumption;current_education_expenditure;Educational_attainment;gdp_capita_ppp_2017;school_enrollment_primary;school_enrollment_secondary;school_enrollment_tertiary;location;stringency_index;max_t;mean_t;min_t;precipitation
Afghanistan;AFG;1973;;;;;17.7472747343728;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;32.584220886230500;10.775830268859900;1.094589948654170;;;;;;
Afghanistan;AFG;1974;;;;;18.1989160265551;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;33.108299255371100;10.910690307617200;1.022600054740910;;;;;;
Afghanistan;AFG;1975;;;;;18.6397221838922;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;6.699999809265140;;34.185199737548800;11.372710227966300;1.117319941520690;;;;;;
Afghanistan;AFG;1976;;;;;19.0504377290220;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;35.232051849365200;12.276490211486800;1.267570018768310;;;;;;
Afghanistan;AFG;1977;;;;;19.4521886451099;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;36.111488342285200;13.131560325622600;1.408220052719120;;;;;;
Afghanistan;AFG;1978;;;;;19.8378823421186;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;37.637020111084000;13.821760177612300;1.808330059051510;;;;;;
Afghanistan;AFG;1979;;;;;19.9107201447342;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;4.481560230255130;;;;1.945639967918400;;;;;;
Afghanistan;AFG;1980;;;;;19.1445211045183;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;44.133369445800800;16.764270782470700;;;;;;;
Afghanistan;AFG;1981;;;;;17.1031614614476;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;47.711700439453100;19.328140258789100;;;;;;;
Afghanistan;AFG;1982;;;;;15.4673796053539;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;17.308820724487300;10.593930244445800;1.722880005836490;;;;;;
Afghanistan;AFG;1983;;;;;15.2575763151036;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;;;;;;;;;
Afghanistan;AFG;1984;;;;;15.7056345154317;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;21.991699218750000;12.371080398559600;;;;;;;
Afghanistan;AFG;1985;;;;;16.1173527743281;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;23.912849426269500;13.100099563598600;;;;;;;
Afghanistan;AFG;1986;;;;;16.0195667172623;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;25.851669311523400;12.098050117492700;2.155400037765500;;;;;;
Afghanistan;AFG;1987;;;;;15.8268678227006;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;;;1.707739949226380;;;;;;
Afghanistan;AFG;1988;;;;;15.9199362188185;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;32.545009613037100;13.201840400695800;;;;;;;
Afghanistan;AFG;1989;;;;;16.3641169526087;;;;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;30.252000808715800;12.655810356140100;;;;;;;
Afghanistan;AFG;1990;;;;;16.3972770341751;;;;93;72;9723;174;356;2641964;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;29.041419982910200;10.849960327148400;2.211410045623780;;;;;;
Afghanistan;AFG;1991;;;;;16.4745059258237;8.12100028991699;;;102;75;9918;188;364;2645619;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;27.414220809936500;15.590089797973600;;;;;;;
Afghanistan;AFG;1992;;;;;18.4864740965610;8.16800022125244;;;118;80;10386;211;376;2957392;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;;;;;;;;;
Afghanistan;AFG;1993;;;;;21.4705855296444;8.12300014495850;;;132;85;10992;232;389;3420015;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;29.103149414062500;15.423970222473100;;;;;;;
Afghanistan;AFG;1994;;;;;23.6964797694065;8.11100006103516;;;142;88;11466;247;399;3754691;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;40.000141143798800;21.441980361938500;;;;;;;
Afghanistan;AFG;1995;;;;;25.1735001456541;8.26000022888184;;;151;91;11689;260;406;3965312;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;42.751430511474600;20.822450637817400;;;;;;;
Afghanistan;AFG;1996;;;;;26.2278567376539;8.16499996185303;;;159;93;11947;274;413;4105092;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;;;;;;;;;
Afghanistan;AFG;1997;;;;;27.2738435827852;8.08899974822998;;;168;96;12199;287;420;4242705;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;;;;;;;;;
Afghanistan;AFG;1998;;;;;28.3536973153642;8.08199977874756;;;173;97;12282;295;425;4385878;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;31.053350448608300;;;;;;;;
Afghanistan;AFG;1999;;;;;29.5338254910078;8.06999969482422;;;178;98;12308;302;426;4546322;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;25.307970046997100;;;;;;;;
Afghanistan;AFG;2000;;;;;29.9633288870490;8.05399990081787;;;186;99;12298;312;427;4594699;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;20.957580566406300;;;;;;;;
Afghanistan;AFG;2001;;;;;30.1866396823207;8.03999996185303;;;197;101;12405;328;432;4618603;;;;Afghanistan;33.00;65.00;Afghanistan;;;;;20.882909774780300;12.324620246887200;;;;;;;
Afghanistan;AFG;2002;;;;;32.1976235377091;8.18599987030029;;;202;101;12277;337;432;4924226;;;;Afghanistan;33.00;65.00;Afghanistan;;;;1280.463170657780000;68.986846923828100;;;;;;;;
Afghanistan;AFG;2003;;;;;34.7195467856431;8.12199974060059;;8.83227781263571;216;104;12551;356;437;5315286;;;;Afghanistan;33.00;65.00;Afghanistan;;;;1292.333437229380000;93.362182617187500;12.548890113830600;1.202340006828310;;;;;;
Afghanistan;AFG;2004;;;;;36.1123392054950;8.05300045013428;;1.41411798058979;229;107;12654;376;445;5541238;;;;Afghanistan;33.00;65.00;Afghanistan;;;;1260.060580519820000;104.663818359375000;17.568080902099600;1.199370026588430;;;;;;
Afghanistan;AFG;2005;;;;;37.4272741210923;8.11299991607666;;11.22971482364290;239;109;12582;390;452;5787757;;;;Afghanistan;33.00;65.00;Afghanistan;;;;1352.320626547500000;98.099891662597700;18.616809844970700;;;;;;;
Afghanistan;AFG;2006;;;;;39.0091593456296;8.05399990081787;;5.35740325126351;245;110;12542;401;456;6071864;;9.71345044339749;;Afghanistan;33.00;65.00;Afghanistan;;;;1366.993145780930000;101.697853088379000;28.255870819091800;;;;;;;
Afghanistan;AFG;2007;;;;;39.7149793784401;8.10799980163574;;13.82631954797630;252;111;12519;414;465;6119540;;9.05331624207382;;Afghanistan;33.00;65.00;Afghanistan;;;;1528.344577779440000;98.933509826660200;28.493339538574200;;;;;;;
Afghanistan;AFG;2008;;;;;40.5182205663646;8.02200031280518;;3.92498382161573;261;114;12542;430;478;6214595;;23.61834022143210;;Afghanistan;33.00;65.00;Afghanistan;;;;1556.844451545020000;100.779731750488000;38.193981170654200;;;;;;;
Afghanistan;AFG;2009;;;3.92677449530735;;41.9871931680542;8.08199977874756;;21.39052839310660;270;115;12571;445;485;6509255;;23.42584497440480;;Afghanistan;33.00;65.00;Afghanistan;;;;1823.742614485120000;96.896400451660200;44.420379638671900;3.774980068206790;;;;;;
Afghanistan;AFG;2010;;;3.36810960753780;;43.2204467749107;8.06799983978271;;14.36244146926810;281;118;12681;463;492;6743046;;26.37464334978220;;Afghanistan;33.00;65.00;Afghanistan;0.21000;81.6814193725585;;2026.163817979970000;100.071708679199000;50.567249298095700;;;;;;;
Afghanistan;AFG;2011;;;4.08733672359819;;44.8448507428361;7.94700002670288;;0.42635478452921;292;120;12871;482;496;7098230;;25.95495790684440;;Afghanistan;33.00;65.00;Afghanistan;;82.6250915527344;;1961.096316557410000;97.641639709472700;51.756908416748000;3.622260093688960;;;;;;
Afghanistan;AFG;2012;;;6.25132816655284;;46.7112506324456;8.01900005340576;;12.75228708871710;305;124;13127;502;502;7520865;;21.16003131414100;;Afghanistan;33.00;65.00;Afghanistan;;84.9222869873047;;2122.830758706760000;103.492393493652000;53.618049621582000;;;;;;;
Afghanistan;AFG;2013;;;;;48.3590282569032;7.94899988174438;;5.60074465808154;316;126;13442;522;508;7881567;;21.77157777149700;;Afghanistan;33.00;65.00;Afghanistan;;81.1480026245117;;2165.340914755600000;104.498428344727000;53.575130462646500;;;;;;;
Afghanistan;AFG;2014;;;;;50.1605415267620;7.90999984741211;;2.72454336394854;326;128;13746;542;514;8285362;;21.05813005679160;;Afghanistan;33.00;65.00;Afghanistan;;80.6969070434570;;2144.449633520630000;105.919708251953000;52.582901000976600;8.230680465698240;;;;;;
Afghanistan;AFG;2015;;;9.78392178232544;;51.7509145546816;8.98900032043457;17785739175.8072;1.45131466009755;339;131;14108;566;522;8630723;;22.93295791836580;;Afghanistan;33.00;65.00;Afghanistan;0.21000;80.4073333740234;;2108.714172811860000;103.534523010254000;51.669948577880900;;;;;;;
Afghanistan;AFG;2016;;;6.55116345610670;;53.1042837649295;10.08600044250490;;2.26031420130452;354;135;14540;602;540;8913938;;18.71856586708270;;Afghanistan;33.00;65.00;Afghanistan;;;;2101.422186548070000;102.486473083496000;51.655941009521500;;;;;;;
Afghanistan;AFG;2017;;;6.67840144085960;;54.6485411587937;11.18000030517580;;2.64700320195786;372;139;15018;644;564;9254594;;19.58179407525580;;Afghanistan;33.00;65.00;Afghanistan;;;;2096.093110553370000;102.175788879395000;53.643199920654200;;;;;;;
Afghanistan;AFG;2018;;;6.65556115177472;;56.2482314520951;11.10999965667720;;1.18922812838034;390;143;15417;673;575;9613728;;;;Afghanistan;33.00;65.00;Afghanistan;0.21000;;;2060.698972927970000;103.996162414551000;55.425209045410200;9.686420440673830;;;;;;
Afghanistan;AFG;2019;;;;;57.9082516903546;11.08500003814700;;3.91160341942300;406;147;15799;700;583;9991682;;;;Afghanistan;33.00;65.00;Afghanistan;;;;2079.921860988240000;106.701080322266000;;;;;;;;
Afghanistan;AFG;2020;;;;;59.7522806371985;11.71000003814700;;-2.35110067344623;;;;;;9105733;;;;Afghanistan;33.00;65.00;Afghanistan;;;;1968.341001521160000;;;10.562520027160600;Afghanistan;41.715219780219900;;;;
Afghanistan;AFG;2021;;;;;;;;-20.73714562084140;;;;;;;;;;Afghanistan;33.00;65.00;Afghanistan;;;15.246959686279300;1516.305666977300000;;;;Afghanistan;29.242219178082300;;;;
Albania;ALB;1960;;;;;;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1961;;;;;60.5766423357664;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1962;;;;;62.4568978102190;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1963;;;;;64.3292335766423;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1964;;;;;66.2093065693431;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1965;;;;;68.0580656934307;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1966;;;;;69.8749270072993;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1967;;;;;71.7371532846715;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1968;;;;;73.8055474452555;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1969;;;;;75.9742700729927;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1970;;;;;77.9371897810219;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1971;;;;;79.8486496350365;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;13.908140182495100;;;;;;
Albania;ALB;1972;;;;;81.8659124087591;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;14.927909851074200;;;;;;
Albania;ALB;1973;;;;;83.8230656934307;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1974;;;;;85.7709489051095;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1975;;;;;87.7675547445255;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1976;;;;;89.7272262773723;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;119.329742431641000;84.974258422851600;;;;;;;
Albania;ALB;1977;;;;;91.7352554744526;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;;;;;;;;;
Albania;ALB;1978;;;;;93.6593430656934;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;114.955192565918000;86.509826660156300;5.831419944763180;;;;;;
Albania;ALB;1979;;;;;95.5413138686131;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;112.151069641113000;88.255249023437500;;;;;;;
Albania;ALB;1980;;;;;97.5181386861314;;;;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;107.443969726563000;90.193710327148400;;;;;;;
Albania;ALB;1981;;;;;99.4910948905110;;;5.74563529228122;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;104.951957702637000;91.186416625976600;5.189400196075440;;;;;;
Albania;ALB;1982;;;;;101.6159854014600;;;2.94859680118948;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;103.527709960938000;87.045593261718800;;;;;;;
Albania;ALB;1983;;;;;103.7941605839420;;;1.10493826195044;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;102.566459655762000;82.001121520996000;5.926119804382320;;;;;;
Albania;ALB;1984;;;;;106.0010583941610;;;-1.25159664405811;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;103.489356994629000;82.249526977539100;6.559989929199220;;;;;;
Albania;ALB;1985;;;;;108.2029927007300;;;1.78064395924903;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;103.677833557129000;85.282966613769500;7.025909900665280;;;;;;
Albania;ALB;1986;;;;;110.3151459854010;;;5.63724317852112;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;103.563209533691000;88.392486572265600;7.221210002899160;;;;;;
Albania;ALB;1987;;;;;112.5403284671530;;;-0.78784265492725;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;101.456420898438000;87.832176208496000;7.326869964599610;;;;;;
Albania;ALB;1988;;;;;114.6837956204380;;;-1.42003965566391;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;99.584770202636700;88.603569030761700;7.737959861755370;;;;;;
Albania;ALB;1989;;;;;117.8081386861310;;;9.83654897187228;;;;;;;;;;Albania;41.00;20.00;Albania;;;;;99.437507629394500;88.803298950195300;8.148280143737790;;;;;;
Albania;ALB;1990;;;;;119.9467883211680;;;-9.57564016993415;5;10;3468;64;289;1374478;;;;Albania;41.00;20.00;Albania;;;;4827.043459691140000;99.451751708984400;90.081741333007800;8.366359710693350;;;;;;
Albania;ALB;1991;;;;;119.2259124087590;10.30700016021730;;-28.00214165590990;7;11;3547;68;308;1429833;;;;Albania;41.00;20.00;Albania;;;;3496.381037434050000;101.233146667480000;90.893630981445300;8.855330467224120;;;;;;
Albania;ALB;1992;;;4.00506856831430;;118.5050729927010;30.01499938964840;;-7.18711091500037;7;11;3417;69;314;1438342;;;;Albania;41.00;20.00;Albania;;;;3264.831412650910000;99.555870056152300;77.714759826660200;9.287320137023930;;;;;;
Albania;ALB;1993;;;5.97772405824244;;117.7841970802920;25.25799942016600;;9.55941168493150;10;11;3279;72;322;1413557;;;;Albania;41.00;20.00;Albania;;;;3598.822012630310000;98.520263671875000;70.335121154785200;11.177610397338900;;;;;;
Albania;ALB;1994;;;3.55949020472789;;117.0633576642340;20.84000015258790;;8.30286659699671;15;12;3081;75;321;1391914;;;;Albania;41.00;20.00;Albania;;;;3921.627769678710000;101.528793334961000;68.729057312011700;10.633580207824700;;;;;;
Albania;ALB;1995;;;8.32015440150624;;116.3424817518250;14.61100006103520;;13.32233332168400;17;13;3156;80;351;1363163;;;;Albania;41.00;20.00;Albania;;;;4471.616296621910000;104.043838500977000;68.678489685058500;10.202819824218800;;;;;;
Albania;ALB;1996;;;8.77787742533237;27.00;115.6216423357660;13.93099975585940;;9.09999943646361;17;13;3258;85;388;1343448;;;;Albania;41.00;20.00;Albania;;;;4908.948413943760000;106.301818847656000;67.867553710937500;10.939450263977100;;;;;;
Albania;ALB;1997;;;43.03577033867600;;114.9007664233580;16.87599945068360;4125879435.6820;-10.91998407813910;17;14;3308;88;437;1360590;;;;Albania;41.00;20.00;Albania;;;;4400.327115805700000;108.019882202148000;69.366180419921900;12.699720382690400;;;;;;
Albania;ALB;1998;;;21.21709622178170;;114.1799270072990;20.04700088500980;4358854755.6376;8.82942375839806;21;15;3333;93;480;1344921;;;;Albania;41.00;20.00;Albania;;;;4819.083561012250000;107.171157836914000;71.313606262207000;13.550169944763200;;;;;;
Albania;ALB;1999;;;17.03653889262500;;113.4590510948910;20.84000015258790;5011824227.5783;12.89080364077630;18;15;3321;90;497;1325723;;;;Albania;41.00;20.00;Albania;;;;5474.867783124280000;105.736648559570000;71.544670104980500;14.747770309448200;;;;;;
Albania;ALB;2000;;;4.18631197419442;;112.7382116788320;19.02799987792970;5576033866.4348;6.94621659244254;21;14;3330;93;511;1317402;;;;Albania;41.00;20.00;Albania;6.57000;;;5892.601423502510000;104.196189880371000;71.078079223632800;15.536609649658200;;;;;;
Albania;ALB;2001;;;7.02942549463990;;111.6851459854010;18.57500076293950;6130381079.4989;8.29331263121023;26;15;3235;96;516;1304704;;;;Albania;41.00;20.00;Albania;;;91.397651672363300;6441.461721929090000;102.967369079590000;72.537162780761700;15.904629707336400;;;;;;
Albania;ALB;2002;;;6.90938438344780;31.70;111.3507299270070;17.89500045776370;6332450891.0817;4.53652416035675;30;15;3370;101;554;1308103;;;;Albania;41.00;20.00;Albania;;;;6753.903233912640000;101.411506652832000;72.868553161621000;16.311429977417000;;;;;;
Albania;ALB;2003;Europe;Southern Europe;5.32389656631122;;110.9348905109490;16.98900032043460;6660442730.9241;5.52863746491788;31;16;3589;105;609;1294847;399.42;;;Albania;41.00;20.00;Albania;;;;7154.018748862520000;100.005142211914000;75.243438720703100;16.657239913940400;;;;;;
Albania;ALB;2004;Europe;Southern Europe;4.21914700442173;;110.4722262773720;16.30999946594240;7060776064.7257;5.51466791097914;30;16;3646;104;644;1281167;399.16;;;Albania;41.00;20.00;Albania;;;;7580.152854562450000;98.178001403808500;74.802207946777300;19.890439987182600;;;;;;
Albania;ALB;2005;Europe;Southern Europe;4.98896919473502;30.60;109.9082846715330;15.97000026702880;7327892952.3368;5.52642424695465;23;16;3577;95;641;1266464;340.14;6.10122132026769;;Albania;41.00;20.00;Albania;7.65000;;;8040.107618500880000;100.676040649414000;77.909393310546900;23.189830780029300;;;;;;
Albania;ALB;2006;Europe;Southern Europe;3.10151317930892;;109.2170437956200;15.63000011444090;7847839148.9897;5.90265903591924;21;16;3418;90;618;1249959;342.8;6.26358002115160;;Albania;41.00;20.00;Albania;;;;8568.577699964100000;97.875709533691400;79.189552307128900;26.637140274047900;;;;;;
Albania;ALB;2007;Europe;Southern Europe;3.46078583569573;;108.3947810218980;15.97000026702880;8135621970.3061;5.98325951855567;23;16;3326;90;611;1231498;319.71;5.31210292167944;;Albania;41.00;20.00;Albania;;;;9150.146685009990000;96.345626831054700;82.200592041015600;30.687129974365200;;;;;;
Albania;ALB;2008;Europe;Southern Europe;3.09723004393071;30.00;107.5662043795620;13.06000041961660;8665942562.0876;7.50004143020151;23;17;3444;91;637;1212147;319.28;4.61074122560039;;Albania;41.00;20.00;Albania;;;92.395713806152300;9912.180821794240000;95.682502746582000;84.125091552734400;32.092800140380900;;;;;;
Albania;ALB;2009;Europe;Southern Europe;2.85902260444178;;106.8437591240880;13.67000007629390;8712005428.9253;3.35428934987461;19;16;3491;89;646;1258916;310.43;;;Albania;41.00;20.00;Albania;;;;10313.935374054500000;93.104560852050800;85.694992065429700;33.385551452636700;;;;;;
Albania;ALB;2010;Europe;Southern Europe;4.30796304921017;;106.3146350364960;14.09000015258790;9159621673.1267;3.70693815255319;21;17;3582;94;664;1270655;328.02;5.24608410022532;;Albania;41.00;20.00;Albania;7.69000;;;10749.501510785100000;93.490470886230500;88.103889465332000;44.549251556396500;;;;;;
Albania;ALB;2011;Europe;Southern Europe;4.84873152744263;;106.0290145985400;13.47999954223630;9180753028.0531;2.54540614450104;22;17;3750;98;684;1388801;331.96;5.53056374300326;;Albania;41.00;20.00;Albania;;;95.847473144531300;11052.814009129300000;95.006080627441400;89.798156738281300;49.878700256347700;;;;;;
Albania;ALB;2012;Europe;Southern Europe;5.38761486858166;29.00;105.8540510948910;13.38000011444090;9101090343.6791;1.41724279990780;23;17;3870;101;692;1328695;333.84;5.58416214737468;;Albania;41.00;20.00;Albania;;;95.508392333984400;11227.987053598400000;97.585128784179700;92.289833068847700;59.252010345459000;;;;;;
Albania;ALB;2013;Europe;Southern Europe;4.27028419430069;;105.6602919708030;15.86999988555910;9344283361.8547;1.00201754071108;24;17;4015;104;695;1227940;326.34;5.24179350684102;;Albania;41.00;20.00;Albania;;91.4131622314453;;11361.289573033600000;99.983909606933500;96.256080627441400;64.634429931640600;;;;;;
Albania;ALB;2014;Europe;Southern Europe;4.03962701467766;34.60;105.4417518248180;18.04999923706050;9404812471.4055;1.77444885260394;25;18;4229;109;709;1256110;332.35;5.78754509348180;;Albania;41.00;20.00;Albania;;;;11586.855263292000000;104.108039855957000;97.684867858886700;65.782966613769500;;;;;;
Albania;ALB;2015;Europe;Southern Europe;2.21413141700259;32.80;105.1351459854010;17.19000053405760;9411883297.7380;2.21872637517804;26;18;4440;116;726;1308343;337.01;5.90590615787375;;Albania;41.00;20.00;Albania;6.74000;91.9454193115234;;11878.476371286200000;105.542976379395000;97.388481140136700;62.007621765136700;;;;;;
Albania;ALB;2016;Europe;Southern Europe;2.73694779046898;33.70;104.9671897810220;15.42000007629390;9707100980.6859;3.31498068384137;27;18;4573;119;728;1354998;365.73;5.98079417190399;;Albania;41.00;20.00;Albania;;91.6376113891602;;12291.882178685000000;105.553863525391000;95.714996337890600;58.381851196289100;;;;;;
Albania;ALB;2017;Europe;Southern Europe;2.01097785878705;33.10;104.8706934306570;13.61999988555910;9916264099.5743;3.80222740040676;28;18;4708;123;729;1377319;369.31;5.89694773107772;;Albania;41.00;20.00;Albania;;91.7005386352539;;12770.987861607100000;107.046600341797000;95.265892028808500;57.375259399414100;;;;;;
Albania;ALB;2018;;;2.28949244380770;30.10;104.6122627737230;12.30000019073490;10283960047.1199;4.01935968514439;28;18;4838;126;731;1409389;;6.06433893124974;;Albania;41.00;20.00;Albania;7.17000;93.8843688964844;;13317.116891801600000;106.993423461914000;95.432327270507800;54.961330413818400;;;;;;
Albania;ALB;2019;;;2.25622918845519;30.10;104.1675547445260;11.47000026702880;10337645641.8684;2.08806337615015;29;18;4969;130;737;1433004;;6.32794070920156;;Albania;41.00;20.00;Albania;;86.8448181152344;;13653.226769059200000;104.812736511230000;95.086593627929700;59.778499603271500;;;;;;
Albania;ALB;2020;;;2.11967475154632;29.40;103.5711313868610;13.06700038909910;;-3.48163037314293;;;;;;1347461;;6.05186403536681;;Albania;41.00;20.00;Albania;;88.5907974243164;;13253.757798974600000;100.151916503906000;94.280326843261700;57.813140869140600;Albania;55.499395604395600;;;;
Albania;ALB;2021;;;;;;12.68299961090090;;8.51550112324915;;;;;;1384740;;5.83468409607620;;Albania;41.00;20.00;Albania;;;;14516.314350893700000;95.921783447265600;96.114631652832000;56.721530914306600;Albania;48.590904109588900;;;;
Algeria;DZA;1960;;;;;;;;;;;;;;;;;;Algeria;28.00;3.00;Algeria;;;;;;;;;;;;;
Algeria;DZA;1961;;;;;4.8698044286950;;;-13.60544132459930;;;;;;;;;;Algeria;28.00;3.00;Algeria;;;;;;;;;;;;;
Algeria;DZA;1962;;;;;4.9452333168188;;;-19.68504182563880;;;;;;;;;;Algeria;28.00;3.00;Algeria;;;;;;;;;;;;;
Algeria;DZA;1963;;;;;5.0255069822903;;;34.31372878028830;;;;;;;;;;Algeria;28.00;3.00;Algeria;;;;;;;;;;;;;
Algeria;DZA;1964;;;;;5.1135300242680;;;5.83941300773414;;;;;;;;;;Algeria;28.00;3.00;Algeria;;;;;;;;;;;;;
